"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 14 14:33:41 MSK 2022","Thu Jul 14 14:34:06 MSK 2022","24462","","Lesson6","","Lesson6","chooseSizeM","chooseSizeM()",""
